Tray ArtNr,Tray Label,Accessory ArtNr,Accessory Label,Category,In Pool
"1171 400.536.000","Duschenwanne Laufen Pro Superflach 180 x 100 x 3,4 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1311 201.000.000","schallschutzset laufen, für installationsrahme zur erfüllung der","schallschutz",YES
"1171 400.536.000","Duschenwanne Laufen Pro Superflach 180 x 100 x 3,4 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 403.136.000","ablaufabdeckung laufen pro, mit linienförmigen schlitzen, edelstahl","others",YES
"1171 400.536.000","Duschenwanne Laufen Pro Superflach 180 x 100 x 3,4 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 404.136.000","ablaufabdeckung laufen pro, mit linienförmigen unterbrochenen","others",YES
"1171 400.536.000","Duschenwanne Laufen Pro Superflach 180 x 100 x 3,4 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1311 195.000.000","duschwanneninstallationsrahmen laufen ineo, breite 1000 mm, 1400 - 1800 mm,","others",YES
"1171 372.536.000","Duschenwanne Laufen Pro Superflach 140 x 90 x 4,2 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch �� 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 405.000.000","duschwannengarnitur laufen pro, für ablaufloch ø 90 mm, ohne ablaufhaube,","ablaufgarnitur",YES
"1171 372.536.000","Duschenwanne Laufen Pro Superflach 140 x 90 x 4,2 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch �� 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 142.000.000","zargen-wannendichtband alterna, länge 2,8 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1171 372.536.000","Duschenwanne Laufen Pro Superflach 140 x 90 x 4,2 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch �� 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 143.000.000","zargen-wannendichtband alterna, länge 3,7 m, integrierte schallisolierung,","dichtband",YES
"1171 372.536.000","Duschenwanne Laufen Pro Superflach 140 x 90 x 4,2 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch �� 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 144.000.000","zargen-wannendichtband alterna, länge 4,8 m, für duschwannen bis 120 x 120","dichtband",YES
"1171 372.536.000","Duschenwanne Laufen Pro Superflach 140 x 90 x 4,2 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch �� 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1311 200.000.000","schallschutzset laufen, für installationsrahme zur erfüllung der","schallschutz",YES
"1171 372.536.000","Duschenwanne Laufen Pro Superflach 140 x 90 x 4,2 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch �� 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 403.536.000","ablaufabdeckung laufen pro, mit linienförmigen schlitzen, edelstahl","others",YES
"1171 372.536.000","Duschenwanne Laufen Pro Superflach 140 x 90 x 4,2 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch �� 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 404.536.000","ablaufabdeckung laufen pro, mit linienförmigen unterbrochenen","others",YES
"1171 372.536.000","Duschenwanne Laufen Pro Superflach 140 x 90 x 4,2 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch �� 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1311 191.000.000","duschwanneninstallationsrahmen laufen ineo, breite 900 mm, 1000 - 1400 mm,","others",YES
"1171 388.536.000","Duschenwanne Laufen Pro Superflach 140 x 80 x 3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 405.000.000","duschwannengarnitur laufen pro, für ablaufloch ø 90 mm, ohne ablaufhaube,","ablaufgarnitur",YES
"1171 388.536.000","Duschenwanne Laufen Pro Superflach 140 x 80 x 3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 142.000.000","zargen-wannendichtband alterna, länge 2,8 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1171 388.536.000","Duschenwanne Laufen Pro Superflach 140 x 80 x 3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 143.000.000","zargen-wannendichtband alterna, länge 3,7 m, integrierte schallisolierung,","dichtband",YES
"1171 388.536.000","Duschenwanne Laufen Pro Superflach 140 x 80 x 3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 144.000.000","zargen-wannendichtband alterna, länge 4,8 m, für duschwannen bis 120 x 120","dichtband",YES
"1171 388.536.000","Duschenwanne Laufen Pro Superflach 140 x 80 x 3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1311 200.000.000","schallschutzset laufen, für installationsrahme zur erfüllung der","schallschutz",YES
"1171 388.536.000","Duschenwanne Laufen Pro Superflach 140 x 80 x 3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 403.536.000","ablaufabdeckung laufen pro, mit linienförmigen schlitzen, edelstahl","others",YES
"1171 388.536.000","Duschenwanne Laufen Pro Superflach 140 x 80 x 3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 404.536.000","ablaufabdeckung laufen pro, mit linienförmigen unterbrochenen","others",YES
"1171 388.536.000","Duschenwanne Laufen Pro Superflach 140 x 80 x 3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1311 188.000.000","duschwanneninstallationsrahmen laufen ineo, breite 800 mm, 1000 - 1400 mm,","others",YES
"1171 357.536.000","Duschenwanne Laufen Pro Superflach 140 x 140 x 4 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 405.000.000","duschwannengarnitur laufen pro, für ablaufloch ø 90 mm, ohne ablaufhaube,","ablaufgarnitur",YES
"1171 357.536.000","Duschenwanne Laufen Pro Superflach 140 x 140 x 4 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 142.000.000","zargen-wannendichtband alterna, länge 2,8 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1171 357.536.000","Duschenwanne Laufen Pro Superflach 140 x 140 x 4 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 143.000.000","zargen-wannendichtband alterna, länge 3,7 m, integrierte schallisolierung,","dichtband",YES
"1171 357.536.000","Duschenwanne Laufen Pro Superflach 140 x 140 x 4 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 144.000.000","zargen-wannendichtband alterna, länge 4,8 m, für duschwannen bis 120 x 120","dichtband",YES
"1171 357.536.000","Duschenwanne Laufen Pro Superflach 140 x 140 x 4 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1311 201.000.000","schallschutzset laufen, für installationsrahme zur erfüllung der","schallschutz",YES
"1171 357.536.000","Duschenwanne Laufen Pro Superflach 140 x 140 x 4 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 403.241.000","ablaufabdeckung laufen pro, mit linienförmigen schlitzen, edelstahl","others",YES
"1171 357.536.000","Duschenwanne Laufen Pro Superflach 140 x 140 x 4 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 404.241.000","ablaufabdeckung laufen pro, mit linienförmigen unterbrochenen","others",YES
"1171 357.536.000","Duschenwanne Laufen Pro Superflach 140 x 140 x 4 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1311 198.000.000","duschwanneninstallationsrahmen laufen ineo, breite 1400 mm, 1200 - 1600 mm,","others",YES
"1171 386.536.000","Duschenwanne Laufen Pro Superflach, 90 x 80 x 3 cm, auch für flächenbündigen Einbau geeignet, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar, Ablaufloch Ø 90 mm, Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 405.000.000","duschwannengarnitur laufen pro, für ablaufloch ø 90 mm, ohne ablaufhaube,","ablaufgarnitur",YES
"1171 386.536.000","Duschenwanne Laufen Pro Superflach, 90 x 80 x 3 cm, auch für flächenbündigen Einbau geeignet, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar, Ablaufloch Ø 90 mm, Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 142.000.000","zargen-wannendichtband alterna, länge 2,8 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1171 386.536.000","Duschenwanne Laufen Pro Superflach, 90 x 80 x 3 cm, auch für flächenbündigen Einbau geeignet, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar, Ablaufloch Ø 90 mm, Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 143.000.000","zargen-wannendichtband alterna, länge 3,7 m, integrierte schallisolierung,","dichtband",YES
"1171 386.536.000","Duschenwanne Laufen Pro Superflach, 90 x 80 x 3 cm, auch für flächenbündigen Einbau geeignet, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar, Ablaufloch Ø 90 mm, Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 144.000.000","zargen-wannendichtband alterna, länge 4,8 m, für duschwannen bis 120 x 120","dichtband",YES
"1171 386.536.000","Duschenwanne Laufen Pro Superflach, 90 x 80 x 3 cm, auch für flächenbündigen Einbau geeignet, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar, Ablaufloch Ø 90 mm, Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1311 200.000.000","schallschutzset laufen, für installationsrahme zur erfüllung der","schallschutz",YES
"1171 386.536.000","Duschenwanne Laufen Pro Superflach, 90 x 80 x 3 cm, auch für flächenbündigen Einbau geeignet, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar, Ablaufloch Ø 90 mm, Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 403.841.000","ablaufabdeckung laufen pro, mit linienförmigen schlitzen, edelstahl","others",YES
"1171 386.536.000","Duschenwanne Laufen Pro Superflach, 90 x 80 x 3 cm, auch für flächenbündigen Einbau geeignet, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar, Ablaufloch Ø 90 mm, Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 404.841.000","ablaufabdeckung laufen pro, mit linienförmigen unterbrochenen","others",YES
"1171 386.536.000","Duschenwanne Laufen Pro Superflach, 90 x 80 x 3 cm, auch für flächenbündigen Einbau geeignet, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar, Ablaufloch Ø 90 mm, Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1311 187.000.000","duschwanneninstallationsrahmen laufen ineo, breite 800 mm, 600 - 1000 mm,","others",YES
"1171 401.536.000","Duschenwanne Laufen Pro Superflach 200 x 90 x 3,6 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 405.000.000","duschwannengarnitur laufen pro, für ablaufloch ø 90 mm, ohne ablaufhaube,","ablaufgarnitur",YES
"1171 401.536.000","Duschenwanne Laufen Pro Superflach 200 x 90 x 3,6 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 142.000.000","zargen-wannendichtband alterna, länge 2,8 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1171 401.536.000","Duschenwanne Laufen Pro Superflach 200 x 90 x 3,6 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 143.000.000","zargen-wannendichtband alterna, länge 3,7 m, integrierte schallisolierung,","dichtband",YES
"1171 401.536.000","Duschenwanne Laufen Pro Superflach 200 x 90 x 3,6 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 144.000.000","zargen-wannendichtband alterna, länge 4,8 m, für duschwannen bis 120 x 120","dichtband",YES
"1171 401.536.000","Duschenwanne Laufen Pro Superflach 200 x 90 x 3,6 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 146.000.000","zargen-wannendichtband alterna, länge 6,0 m, für duschwannen bis 150 x 150","dichtband",YES
"1171 401.536.000","Duschenwanne Laufen Pro Superflach 200 x 90 x 3,6 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1311 201.000.000","schallschutzset laufen, für installationsrahme zur erfüllung der","schallschutz",YES
"1171 401.536.000","Duschenwanne Laufen Pro Superflach 200 x 90 x 3,6 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 403.536.000","ablaufabdeckung laufen pro, mit linienförmigen schlitzen, edelstahl","others",YES
"1171 401.536.000","Duschenwanne Laufen Pro Superflach 200 x 90 x 3,6 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 404.536.000","ablaufabdeckung laufen pro, mit linienförmigen unterbrochenen","others",YES
"1171 401.536.000","Duschenwanne Laufen Pro Superflach 200 x 90 x 3,6 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Längsseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1311 193.000.000","duschwanneninstallationsrahmen laufen ineo, breite 900 mm, 1800 - 2000 mm,","others",YES
"1171 361.536.000","Duschenwanne Laufen Pro Superflach 110 x 80 x 3,3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 405.000.000","duschwannengarnitur laufen pro, für ablaufloch ø 90 mm, ohne ablaufhaube,","ablaufgarnitur",YES
"1171 361.536.000","Duschenwanne Laufen Pro Superflach 110 x 80 x 3,3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 142.000.000","zargen-wannendichtband alterna, länge 2,8 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1171 361.536.000","Duschenwanne Laufen Pro Superflach 110 x 80 x 3,3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 143.000.000","zargen-wannendichtband alterna, länge 3,7 m, integrierte schallisolierung,","dichtband",YES
"1171 361.536.000","Duschenwanne Laufen Pro Superflach 110 x 80 x 3,3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1461 144.000.000","zargen-wannendichtband alterna, länge 4,8 m, für duschwannen bis 120 x 120","dichtband",YES
"1171 361.536.000","Duschenwanne Laufen Pro Superflach 110 x 80 x 3,3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1311 200.000.000","schallschutzset laufen, für installationsrahme zur erfüllung der","schallschutz",YES
"1171 361.536.000","Duschenwanne Laufen Pro Superflach 110 x 80 x 3,3 cm auch für flächenbündigen Einbau, Ablaufabdeckung Edelstahl lackiert in Wannenfarbe, abnehmbar Ablaufloch Ø 90 mm Ablauf Schmalseite Mitte Mineralwerkstoff Marbond Oberfläche mit Struktur Weiss matt","1171 403.536.000","ablaufabdeckung laufen pro, mit linienförmigen schlitzen, edelstahl","others",YES
